-2.27,-3.07,2.98,0,0,1,0,0,-0.599
26.8,-61.5,0.524,0,0,0.176,0,-0.0923,-32.1
30,-15.5,-32.3,0,0,0,0,0,-15.6
0,0,0,-27.7,0,0,0,-0.0828,-5.32
0,44,0,-89.8,-100,0,0,0,0
0,0,0,0,-3875,-100.3,0,0,0
0,0,0,0,0,0,-5,0,0
0,-223,0,-47.8,0,0,55.4,-0.35,-222
0,0,0,0,0,0,0,1,0
